,Name,Street Address,Location,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu
387,Red Robin Gourmet Burgers,265 State Rt 3,"Clifton, NJ 07014-1999","$$ - $$$, American, Gluten Free Options",3.5 of 5 bubbles,147 reviews,"Yes, this is a national chain but it's reliable and the menu is fluid. You can chicken, turkey, beef and fish on a bun. A healthier option is the burger wrapped in lettuce to cut down on the carbs. Bottomless french fries are a great...More",+1 973-470-9222,https://www.tripadvisor.com//Restaurant_Review-g46365-d1016448-Reviews-Red_Robin_Gourmet_Burgers-Clifton_New_Jersey.html,Check The Website for a Menu
388,Noches De Colombia,210 Madison St,"Passaic, NJ 07055-5225","$$ - $$$, Colombian, Spanish, South American",4.5 of 5 bubbles,29 reviews,Good Variety of Dishes and Drinks to choose from. Staff are very friendly and accomadating.  Earlier in the week tends to be a bit more quiet as compared to weekends.,+1 973-955-0000,https://www.tripadvisor.com//Restaurant_Review-g46716-d5106041-Reviews-Noches_De_Colombia-Passaic_New_Jersey.html,Check The Website for a Menu
389,Aki,1273 Broad St,"Bloomfield, NJ 07003-3029","$$ - $$$, Japanese, Sushi, Asian",4.5 of 5 bubbles,70 reviews,"Very large portions of all items, including sushi......all very good and reasonably priced....in a comfortable setting.",+1 973-338-5030,https://www.tripadvisor.com//Restaurant_Review-g46310-d1547670-Reviews-Aki-Bloomfield_New_Jersey.html,Check The Website for a Menu
390,MEAL,433 Kingsland St,"Nutley, NJ 07110-1013","$$ - $$$, American, Steakhouse, Gluten Free Options",4 of 5 bubbles,93 reviews,"Stumbled upon this restaurant while driving through Nutley. When entering the establishment, I was not greeted by the hostess and decided to have a seat at the bar area. The restaurant seemed slow at this time but should be no excuse as to why there...More",+1 973-542-8522,https://www.tripadvisor.com//Restaurant_Review-g46690-d3487048-Reviews-MEAL-Nutley_New_Jersey.html,http://mealnj.com/steakhouse-restaurant-nj-menus/
391,Stamna Greek Taverna,1045 Broad St,"Bloomfield, NJ 07003-2845","$$ - $$$, Mediterranean, Greek, Vegetarian Friendly",4 of 5 bubbles,168 reviews,I had a friend that lives there invite me there for dinner and upon arrival  I was very impressed  and I had the rib eye steak dinner and greens and dessert and let me tell you all it was very delicious  I will definitely  come...More,+1 973-338-5151,https://www.tripadvisor.com//Restaurant_Review-g46310-d1404680-Reviews-Stamna_Greek_Taverna-Bloomfield_New_Jersey.html,Check The Website for a Menu
392,Toros Restaurant,1083 Main St,"Paterson, NJ 07503-1845","$$ - $$$, Mediterranean, Turkish, Middle Eastern",4.5 of 5 bubbles,47 reviews,We went to Toros because it is so highly recommended. We liked the food but were not blown away. There are other places (Abu Ras and Istanbul) we prefer.,+1 973-742-6877,https://www.tripadvisor.com//Restaurant_Review-g46718-d797847-Reviews-Toros_Restaurant-Paterson_New_Jersey.html,http://www.torosrestaurant.com/our-menu/
393,Aurora Ristorante,429 Piaget Ave,"Clifton, NJ 07011-3000","$$ - $$$, Italian",5 of 5 bubbles,13 reviews,"So glad a friend told us about Aurora, Clifton's best gem! Very extensive menu for such a small restaurant. It's BYOB, which is great! Domenico, Lorenzo and Cristina are all excellent servers. The Veal Osso Bucco, the octupus, pasta, etc. are all delicious, as well...More",+1 973-772-2914,https://www.tripadvisor.com//Restaurant_Review-g46365-d14799668-Reviews-Aurora_Ristorante-Clifton_New_Jersey.html,Check The Website for a Menu
394,Amore Ristorante,140 Rifle Camp Rd,"Woodland Park, NJ 07424-3305","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,88 reviews,"The most warn and welcoming environment, Excellent customer service, The  food was delicious and authentic.If you enjoy great Italian food with wonderful hospitality then this is the place for you.",+1 973-925-5600,https://www.tripadvisor.com//Restaurant_Review-g3411624-d7142087-Reviews-Amore_Ristorante-Woodland_Park_New_Jersey.html,Check The Website for a Menu
395,It's Greek to Me,852 State Route 3 West,"Clifton, NJ","$$ - $$$, Mediterranean, Greek, Vegetarian Friendly",4 of 5 bubbles,53 reviews,"Great food, menu. My friend's family is from Greece and gave the food a thumbs-up; that's enough endorsement for me. Greek salad is exceptional.",+1 973-594-1777,https://www.tripadvisor.com//Restaurant_Review-g46365-d1810120-Reviews-It_s_Greek_to_Me-Clifton_New_Jersey.html,Check The Website for a Menu
396,Mesob Ethiopian Restaurant,515 Bloomfield Ave,"Montclair, NJ 07042-3442","$$ - $$$, Ethiopian, African, Vegetarian Friendly",4.5 of 5 bubbles,223 reviews,"This is a terrific restaurant by all measures.  Beautiful, classy in style. Very friendly service. From appetizer, entree through dessert. Excellent food with generous portions. A unique and wonderful experience. Appropriate for couples, friends, families. Remember it is BYOB.",+1 973-655-9000,https://www.tripadvisor.com//Restaurant_Review-g46637-d1090438-Reviews-Mesob_Ethiopian_Restaurant-Montclair_New_Jersey.html,Check The Website for a Menu
397,OC Surf Cafe,715 E 8th St,"Ocean City, NJ 08226-3745","$$ - $$$, Mexican, American, Cafe",4.5 of 5 bubbles,386 reviews,"Started coming to OC Surf Cafe, when Libby and her husband first opened. Our kids were only 8 or 9 at the time. Now they are in their late 20's and early 30's, and when ever they visit the east coast this is one of...More",+1 609-391-9555,https://www.tripadvisor.com//Restaurant_Review-g46696-d1094834-Reviews-OC_Surf_Cafe-Ocean_City_Cape_May_County_New_Jersey.html,http://www.ocsurfcafe.com
398,Bennie's Bread & Italian Market,1159 Asbury Ave,"Ocean City, NJ 08226-3331","$$ - $$$, Pizza, Italian, Vegetarian Friendly",4.5 of 5 bubbles,189 reviews,The breads and to go food items are very good. Breakfast sandwiches are good on the rolls or bagels. The soups and pizza are very good too.,+1 609-398-9450,https://www.tripadvisor.com//Restaurant_Review-g46696-d820658-Reviews-Bennie_s_Bread_Italian_Market-Ocean_City_Cape_May_County_New_Jersey.html,http://www.benniesbread.com/menu
399,Jon & Patty's Coffee Bar & Bistro,637 Asbury Ave,"Ocean City, NJ 08226-3859","$$ - $$$, American, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,393 reviews,"Welcoming and trendy setting with creative twists to even the most basic dish! Great meal, great atmosphere—and the owners and staff couldn’t be more cordial.  Every item is beautifully presented and flavorful. You can stop in for a latte, or a full meal and won’t...More",+1 609-399-3377,https://www.tripadvisor.com//Restaurant_Review-g46696-d864694-Reviews-Jon_Patty_s_Coffee_Bar_Bistro-Ocean_City_Cape_May_County_New_Jersey.html,https://jonandpattys.com/menu/
400,Yianni's Cafe,841 Asbury Ave,"Ocean City, NJ 08226-3611","$$ - $$$, Cafe, Mediterranean, Greek",4.5 of 5 bubbles,290 reviews,We visited Yianni's in a couple of locations in Ocean City. The one on Asbury Ave is well known but the Yianni's in the Ocean City Cultural Center and Free Public Library is especially important due to its key location. The food is good! Mediterranean...More,+1 609-391-1113,https://www.tripadvisor.com//Restaurant_Review-g46696-d3321215-Reviews-Yianni_s_Cafe-Ocean_City_Cape_May_County_New_Jersey.html,Check The Website for a Menu
401,701 Mosaic,701 E 4th St,"Ocean City, NJ 08226-3933","$$ - $$$, American, Mediterranean, Caribbean",4.5 of 5 bubbles,218 reviews,"This place was only a short 2 block walk from our hotel on a cool summer evening. We arrived close to about an hour before closing, without reservations, luckily they were able to accommodate us and did not make us feel unwanted at the later...More",+1 609-398-2700,https://www.tripadvisor.com//Restaurant_Review-g46696-d1384369-Reviews-701_Mosaic-Ocean_City_Cape_May_County_New_Jersey.html,Check The Website for a Menu
402,Augie's Omelette & Waffle,709 E 9th St,"Ocean City, NJ 08226-3553","$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,309 reviews,"We enjoyed brunch here on Sat then came back for breakfast on Sun. It was just down the block from our hotel, Watson’s Regency. Everything was delicious, the service was great, and our three year old granddaughter enjoyed her meals too.",+1 609-391-0222,https://www.tripadvisor.com//Restaurant_Review-g46696-d867053-Reviews-Augie_s_Omelette_Waffle-Ocean_City_Cape_May_County_New_Jersey.html,http://www.augiesocnj.com
403,Varsity Inn,605 E 8th St,"Ocean City, NJ 08226-3768","$$ - $$$, American, Cafe, Gluten Free Options",4.5 of 5 bubbles,249 reviews,"excellent for breakfast - clean - quick service - excellent food choices 
easy parking - close to beach",+1 609-399-1500,https://www.tripadvisor.com//Restaurant_Review-g46696-d438932-Reviews-Varsity_Inn-Ocean_City_Cape_May_County_New_Jersey.html,http://varsityinnocnj.com/menu/
404,Hula Grill,940 Boardwalk,"Ocean City, NJ 08226-3537","$$ - $$$, American, Seafood, Polynesian",4.5 of 5 bubbles,340 reviews,"We stop by Hulas every time we come to OC. Great food, fair prices, large portions. This place probably has the best food on the boardwalk. The only complaint I have is that there aren't more of them around. Highly recommend the Chicken platter",+1 609-399-2400,https://www.tripadvisor.com//Restaurant_Review-g46696-d438838-Reviews-Hula_Grill-Ocean_City_Cape_May_County_New_Jersey.html,Check The Website for a Menu
405,Brown's Restaurant,Boardwalk & St Charles Place,"Ocean City, NJ 08226-4227","$, American, Vegetarian Friendly",4.5 of 5 bubbles,231 reviews,"Browns is always a delight.  In business over 40 years, it has been feeding people at the shore with good wholesome food and great atmosphere.  We love the food especially the  donuts, made to order, and the jovial staff make this a must go while...More",+1 609-391-0677,https://www.tripadvisor.com//Restaurant_Review-g46696-d485704-Reviews-Brown_s_Restaurant-Ocean_City_Cape_May_County_New_Jersey.html,Check The Website for a Menu
406,Piccini Wood Fired Brick Oven,1260 West Ave,"Ocean City, NJ 08226-3266","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,394 reviews,"Varied menu, not just a pizza joint.
Huge portions, very tasty. Gets crowded in season, not very big inside. Great for takeout. Another great family run OC restaurant.",+1 609-525-0767,https://www.tripadvisor.com//Restaurant_Review-g46696-d438784-Reviews-Piccini_Wood_Fired_Brick_Oven-Ocean_City_Cape_May_County_New_Jersey.html,Check The Website for a Menu
407,Manco & Manco Pizza,"8, 9, & 12th On Boardwalk","Ocean City, NJ 08226","$, Italian, Pizza, Fast Food",4 of 5 bubbles,"1,089 reviews","While Mack and Manco's recipe is not my favorite pizza, it is a memorable part of my hometown. This institution remains consistent while updating appropriately. Don't forget to get a slice!",+1 609-398-0720,https://www.tripadvisor.com//Restaurant_Review-g46696-d459222-Reviews-Manco_Manco_Pizza-Ocean_City_Cape_May_County_New_Jersey.html,Check The Website for a Menu
408,Cafe Beach Club,1282 Boardwalk,"Ocean City, NJ 08226-3241","$$ - $$$, American, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,220 reviews,"Tomato bisque was amazing.  Good service, nice location overlooking boardwalk and beach.  Good hamburger, not outrageously priced.  I would definitely be back.",+1 609-398-7700,https://www.tripadvisor.com//Restaurant_Review-g46696-d475191-Reviews-Cafe_Beach_Club-Ocean_City_Cape_May_County_New_Jersey.html,Check The Website for a Menu
409,Opa Gyros and Crepes,944C Boardwalk,"Ocean City, NJ 08226-3537","$, Mediterranean, Greek, Vegetarian Friendly",4.5 of 5 bubbles,145 reviews,There is a Greek place with outdoor seating on the boardwalk in Ocean City. Their Gyro was wonderful. Service was good. What more can you ask for on a nice summer afternoon.,+1 609-398-6188,https://www.tripadvisor.com//Restaurant_Review-g46696-d438609-Reviews-Opa_Gyros_and_Crepes-Ocean_City_Cape_May_County_New_Jersey.html,Check The Website for a Menu
410,Uncle Bill's Pancake House,2112 Asbury Ave,"Ocean City, NJ 08226-2727","$$ - $$$, American, Vegetarian Friendly",4 of 5 bubbles,265 reviews,Called restaurant at the last minute to see if they could accommodate a group of 11 women who had just completed a cancer walk. They said no problem. There would just be a 10 minute wait. They were true to their word. Breakfast was great...More,+1 609-398-7393,https://www.tripadvisor.com//Restaurant_Review-g46696-d475196-Reviews-Uncle_Bill_s_Pancake_House-Ocean_City_Cape_May_County_New_Jersey.html,Check The Website for a Menu
411,Voltaco's Italian Foods,957 West Ave,"Ocean City, NJ 08226-3557","$$ - $$$, Italian, Deli, Vegetarian Friendly",4.5 of 5 bubbles,210 reviews,Grew up spending Summers in Ocean City. Voltaco’s was always our go to place for subs and take out pasta for decades. Best Italian sub on Earth. Now when we come back on visits from Florida it’s always a priority for us to go there...More,+1 609-399-0743,https://www.tripadvisor.com//Restaurant_Review-g46696-d438617-Reviews-Voltaco_s_Italian_Foods-Ocean_City_Cape_May_County_New_Jersey.html,Check The Website for a Menu
412,Spadafora's Down East Restaurant,9th & Atlantic Ave,"Ocean City, NJ 08226","$$ - $$$, American, Seafood, Gluten Free Options",4 of 5 bubbles,340 reviews,It’s been here practically forever.  Great food nice seashore atmosphere with a super frielndly staff.,+1 609-398-6154,https://www.tripadvisor.com//Restaurant_Review-g46696-d438839-Reviews-Spadafora_s_Down_East_Restaurant-Ocean_City_Cape_May_County_New_Jersey.html,Check The Website for a Menu
413,Manco & Manco Pizza,9th Street and Boardwalk,"Ocean City, NJ 08226-3537","$, Italian, Pizza, Fast Food",4 of 5 bubbles,276 reviews,"A friend insisted I at least get a slice of pizza here and it was wonderful considering I am usually not a pizza person. Great staff, boardwalk location open year round.",+1 609-399-2548,https://www.tripadvisor.com//Restaurant_Review-g46696-d459221-Reviews-Manco_Manco_Pizza-Ocean_City_Cape_May_County_New_Jersey.html,https://mancospizza.com/ocean-city-menu/
414,Cinco De Mayo,1039 West Ave,"Ocean City, NJ 08226-3348","$$ - $$$, Mexican, Latin, Vegetarian Friendly",4.5 of 5 bubbles,113 reviews,"We enjoyed our food. 
I got the burrito and would say it was good but not exceptional. 
My husband got a chimichanga and that was exceptional!  
Staff was super friendly and the environment was fun. It’s small but lots of locals get take out and...More",+1 609-399-0199,https://www.tripadvisor.com//Restaurant_Review-g46696-d3195494-Reviews-Cinco_De_Mayo-Ocean_City_Cape_May_County_New_Jersey.html,http://www.cincodemayooc.com/?page=menu
415,Ike's Famous Crabcakes 2,1344 Boardwalk,"Ocean City, NJ 08226-3242","$$ - $$$, American, Seafood",4.5 of 5 bubbles,83 reviews,"Our first visit will not be our last! The wait was about 20 minutes but well worth it. The chips really are phenomenal! My tuna bites and salad were so fresh, and the tuna was cooked perfectly! My husband was very pleased with his crabcakes....More",+1 609-814-1700,https://www.tripadvisor.com//Restaurant_Review-g46696-d5564409-Reviews-Ike_s_Famous_Crabcakes_2-Ocean_City_Cape_May_County_New_Jersey.html,http://ikesfamouscrabcake.com/menu
