,Name,Street Address,Location,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu
404,Ayothaya Thai Cuisine,4102 S Meridian,"Puyallup, WA 98373-5962","$$ - $$$, Asian, Thai, Vegetarian Friendly",4.5 of 5 bubbles,83 reviews,"Finally found a great Thai restaurant in Puyallup. Food is freshly prepared. Service is very good. I’ve also ordered take-out. Highly recommend it,",+1 253-841-7599,https://www.tripadvisor.com//Restaurant_Review-g58693-d905556-Reviews-Ayothaya_Thai_Cuisine-Puyallup_Washington.html,https://ayothayarestaurant.com/menu/
405,The Original Pancake House,16116 Meridian E,"Puyallup, WA 98375-6230","$$ - $$$, American, Vegetarian Friendly, Gluten Free Options",4 of 5 bubbles,73 reviews,"This place has gone down hill. I had not been in for a year or so, until this morning. I noticed right after being seated that things were taking a lot longer than normal. We beat the rush, so it was odd that it took...More",+1 253-604-0791,https://www.tripadvisor.com//Restaurant_Review-g58693-d3396184-Reviews-The_Original_Pancake_House-Puyallup_Washington.html,Check The Website for a Menu
406,HG Bistro,1618 E Main,"Puyallup, WA 98372-3142","$$ - $$$, American, Bar, Vegetarian Friendly",4 of 5 bubbles,80 reviews,Went here for lunch for the first time on Saturday. The menu is full of items that are cooked with alcohol so that limits one who can't do alcohol etc. I had the flat iron appetizer. It was delicious but definitely not worth the $20...More,+1 253-845-5747,https://www.tripadvisor.com//Restaurant_Review-g58693-d4090172-Reviews-HG_Bistro-Puyallup_Washington.html,http://www.hgbistro.com/menus/
407,The Rock Wood Fired Pizza,4301 S Meridian,"Puyallup, WA 98373-5925","$$ - $$$, Pizza, American",4 of 5 bubbles,72 reviews,"For great service, great wood fired pizza, and really good wings. You need to go here. Sit at the bar, have a classic bucket. And enjoy your food.",+1 253-286-2402,https://www.tripadvisor.com//Restaurant_Review-g58693-d1027965-Reviews-The_Rock_Wood_Fired_Pizza-Puyallup_Washington.html,http://www.therockwfp.com/menu/
408,Powerhouse Restaurant Brewery,454 E Main,"Puyallup, WA 98372-3258","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,151 reviews,"Stopped in for dinner and beer and had a great time.  The pizza was delicious and the fish and chips (I substituted the chips with onion rings which were made perfectly by the way.) was as well.  We enjoyed the atmosphere, but we have to...More",+1 253-845-1370,https://www.tripadvisor.com//Restaurant_Review-g58693-d904998-Reviews-Powerhouse_Restaurant_Brewery-Puyallup_Washington.html,Check The Website for a Menu
409,Trackside Pizza,201 N Meridian,"Puyallup, WA 98371-8633","$$ - $$$, Pizza",4 of 5 bubbles,72 reviews,"About the middle of January I had a little informal business meeting at Trackside Pizza was its a few associates to discuss a possible business venture. We arrived and were promptly seated. We could smell the food, pizza was in the air. Pepperoni, sausage, peppers...More",+1 253-845-7437,https://www.tripadvisor.com//Restaurant_Review-g58693-d916250-Reviews-Trackside_Pizza-Puyallup_Washington.html,Check The Website for a Menu
410,Charlies Restaurant & Lounge,113 E Main,"Puyallup, WA 98372-3250","$$ - $$$, American, Vegetarian Friendly",4 of 5 bubbles,60 reviews,Our group had a catered holiday party at Charlies. The food was great and the service was excellent. Everyone had a wonderful time.,+1 253-845-0588,https://www.tripadvisor.com//Restaurant_Review-g58693-d1957456-Reviews-Charlies_Restaurant_Lounge-Puyallup_Washington.html,Check The Website for a Menu
411,Casa Mia,505 Meridian Ave E,"Puyallup, WA 98371-1038","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4 of 5 bubbles,76 reviews,"Casa Mia was my first job back in highschool nearly 20 years ago. This place is just as fantastic now is it was back in 2001. The pizza, the pasta, the service, the bread rolls that come with your meal! 

We don't go as often...More",+1 253-770-0400,https://www.tripadvisor.com//Restaurant_Review-g58693-d464112-Reviews-Casa_Mia-Puyallup_Washington.html,http://www.casamiarestaurants.com/menus/
412,Olive Garden,3803 9th St SW,"Puyallup, WA 98373-3666","$$ - $$$, Italian, Vegetarian Friendly, Gluten Free Options",4 of 5 bubbles,110 reviews,"Returned after a year absence to give it another try.  Same result...lack of concern
with wait staff, food not prepared correctly, long wait to ""fix"" the issue...blah, blah
Sauteed shrimp served almost raw.  Asked to cook them some more and waitress said
they'd bring a...More",+1 253-435-7446,https://www.tripadvisor.com//Restaurant_Review-g58693-d463566-Reviews-Olive_Garden-Puyallup_Washington.html,Check The Website for a Menu
413,Fiesta,506 N Meridian,"Puyallup, WA 98371-8639","$$ - $$$, Mexican, Latin, Spanish",4.5 of 5 bubbles,23 reviews,Little hide a way that i never even knew was here in Puyallup.  I have drove past this placed every day for yearfs and never had the courage to go in.  I finally had the nerves to go inside and it is very rough inside...More,+1 253-445-6525,https://www.tripadvisor.com//Restaurant_Review-g58693-d8436090-Reviews-Fiesta-Puyallup_Washington.html,Check The Website for a Menu
414,El Toro Mexican Restaurant,12115 Canyon Rd E,"Puyallup, WA 98373-4459","$$ - $$$, Mexican, Vegetarian Friendly",4 of 5 bubbles,68 reviews,"They have most of the traditional menu items plus some of their own item.  The sauce on their Chicken al Carbon is excellent.  Restaurant is large with a huge bar seating area.  Beer tap had only 6 different beers, drinks were mixed very well.",+1 253-256-4639,https://www.tripadvisor.com//Restaurant_Review-g58693-d5014761-Reviews-El_Toro_Mexican_Restaurant-Puyallup_Washington.html,Check The Website for a Menu
415,Wicked Pie Pizza,112 S Meridian,"Puyallup, WA 98371-5918","$$ - $$$, Pizza, Italian, Vegetarian Friendly",4.5 of 5 bubbles,36 reviews,First time at this restaurant and loved it. We had heard high reviews but didn’t have high expectations cuz we often times are disappointed with other people’s reviews. But I have to say we will definitely be back again and again. I order the house...More,+1 253-256-4698,https://www.tripadvisor.com//Restaurant_Review-g58693-d12394565-Reviews-Wicked_Pie_Pizza-Puyallup_Washington.html,Check The Website for a Menu
416,BJ's Restaurant & Brewhouse,3703 9th St SW,"Puyallup, WA 98373-3665","$$ - $$$, American, Bar, Vegetarian Friendly",3.5 of 5 bubbles,138 reviews,BJs is surrounded by other large chains including Red Robin and Olive Garden. We went to BJs when the lines were too long at those places. They recently started providing zucchini noodles as an option for pasta and they were really good. We also enjoy...More,+1 253-848-4000,https://www.tripadvisor.com//Restaurant_Review-g58693-d4174362-Reviews-BJ_s_Restaurant_Brewhouse-Puyallup_Washington.html,Check The Website for a Menu
417,Ayothaya Thai Restaurant,5604 176th St E,"Puyallup, WA 98375-9306","$$ - $$$, Thai, Asian, Vegan Options",4.5 of 5 bubbles,30 reviews,An extensive menu that does not disappoint. This is my go-to place for Thai food near home. I love both the Tom Yum and the Tom Ka soups. I often just order the soup with a side of rice for an excellent meal.,+1 253-271-6162,https://www.tripadvisor.com//Restaurant_Review-g58693-d8047813-Reviews-Ayothaya_Thai_Restaurant-Puyallup_Washington.html,Check The Website for a Menu
418,British Bites,720 E Main,"Puyallup, WA 98372-3362","$$ - $$$, British, Cafe",4.5 of 5 bubbles,27 reviews,Oh the food and the atmosphere are great in this little British Tea Room. We love going here for lunch. The food no matter what you get is high quality and reasonably priced. The Bangers and Mash are fantastic!,+1 253-200-2342,https://www.tripadvisor.com//Restaurant_Review-g58693-d6869200-Reviews-British_Bites-Puyallup_Washington.html,Check The Website for a Menu
419,Black Angus Steakhouse - Puyallup,203 35th Ave SE,"Puyallup, WA 98374-1248","$$ - $$$, American, Steakhouse, Gluten Free Options",3.5 of 5 bubbles,89 reviews,"The food is always consistently great at this location and the service is amazing. This visit was no different. From the appetizer sampler and artichoke to my salad and prime rib dinner, it was all delicious! I like the lemon aoli they serve with the...More",+1 253-841-1900,https://www.tripadvisor.com//Restaurant_Review-g58693-d778691-Reviews-Black_Angus_Steakhouse_Puyallup-Puyallup_Washington.html,Check The Website for a Menu
420,Jason's Restaurant,1402 S Meridian,"Puyallup, WA 98371-6905","$$ - $$$, American",4 of 5 bubbles,74 reviews,Met my son and grandson here for breakfast.  The food was good.  I had the breakfast sandwich and it had a good portion of ham on it and was tasty.  What really impressed me about this place was the wait staff.  They were so friendly...More,+1 253-845-7367,https://www.tripadvisor.com//Restaurant_Review-g58693-d451221-Reviews-Jason_s_Restaurant-Puyallup_Washington.html,Check The Website for a Menu
421,Sparks Firehouse Deli,621 5th St SW,"Puyallup, WA 98371-5822","$$ - $$$, American, Bar, Pizza",4 of 5 bubbles,48 reviews,"Rather Love-LY, Rest.!! Great Employee's, Wonderful, "" Fire"" ambiance, & Fantastic- Oven- Provided, Sandwiche's!! -😊! The Karakash. Established Family!",+1 253-840-3354,https://www.tripadvisor.com//Restaurant_Review-g58693-d1837643-Reviews-Sparks_Firehouse_Deli-Puyallup_Washington.html,Check The Website for a Menu
422,Bangkok Thai Restaurant,520 39th Ave SW,"Puyallup, WA 98373-5981","$$ - $$$, Asian, Thai, Vegetarian Friendly",4.5 of 5 bubbles,33 reviews,"Years ago, this was THE place for Thai food.  I used to RAVE about this place.  I used to take Thai friends there.

Sadly, its really gone downhill. The peanut sauce used to be an 11 on a scale  of 1-10.  Now its kinda blah....More",+1 253-445-8040,https://www.tripadvisor.com//Restaurant_Review-g58693-d4633689-Reviews-Bangkok_Thai_Restaurant-Puyallup_Washington.html,Check The Website for a Menu
423,Chili Thai Reastauant,3712 9th St SW,"Puyallup, WA 98373-3564","$$ - $$$, Asian, Thai, Vegan Options",4 of 5 bubbles,48 reviews,Three orders and they mixed up two of them with an almost empty resteaurant. My girlfriend cannot handle spicy foods and I love a lot of spice. Hers was super spicy and mine had none at all.,+1 253-864-7005,https://www.tripadvisor.com//Restaurant_Review-g58693-d867713-Reviews-Chili_Thai_Reastauant-Puyallup_Washington.html,http://www.chilithai.com/full-menu
424,Applebee's,3510 S Meridian,"Puyallup, WA 98373-3772","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,59 reviews,"Had lunch here and ordered the lunch special of Cesar salad and French onion soup and it just wasn’t as good as when I had it before.  The onion soup was close, but the salad was bland and the lettuce wilted.  Also, my daughter ordered...More",+1 253-840-4000,https://www.tripadvisor.com//Restaurant_Review-g58693-d463571-Reviews-Applebee_s-Puyallup_Washington.html,http://www.applebees.com/en/menu
425,Palace Korean BBQ,15932 NE 8th St,"Bellevue, WA 98008-3908","$$ - $$$, Barbecue, Asian, Korean",4 of 5 bubbles,35 reviews,"The food was good and the service was also satisfactory. I had tried the Korean do your own BBQ first time in South Korea and I must say, this was pretty close to the authentic Korean BBQ experience.",+1 425-957-3522,https://www.tripadvisor.com//Restaurant_Review-g58349-d3315369-Reviews-Palace_Korean_BBQ-Bellevue_Washington.html,Check The Website for a Menu
426,Sages Restaurant,15916 NE 83rd St,"Redmond, WA 98052-3873","$$ - $$$, Italian, International, Contemporary",4.5 of 5 bubbles,165 reviews,Classical simple delicious dishes from the Moldovan rural areas. Food simple but tasty and amazing service,+1 425-881-5004,https://www.tripadvisor.com//Restaurant_Review-g58702-d445268-Reviews-Sages_Restaurant-Redmond_Washington.html,Check The Website for a Menu
427,Bai Tong,14804 NE 24th St,"Redmond, WA 98052-5533","$$ - $$$, Asian, Thai, Vegetarian Friendly",4.5 of 5 bubbles,290 reviews,Great food and ambience. They have a nice bar as well and the staff is really helpful... Have been going here since past 8 years...,+1 425-747-8424,https://www.tripadvisor.com//Restaurant_Review-g58702-d2529177-Reviews-Bai_Tong-Redmond_Washington.html,Check The Website for a Menu
428,Pomegranate Bistro,18005 NE 68th St,"Redmond, WA 98052-6716","$$ - $$$, American, Contemporary, Vegetarian Friendly",4 of 5 bubbles,337 reviews,"I found this place for a business breakfast and was pleasantly surprised by the good service and delicious food. We all ordered something different and we all left very satisfied. The menu is small, but the food was delicious. The only negative was the loud...More",+1 425-556-5972,https://www.tripadvisor.com//Restaurant_Review-g58702-d593922-Reviews-Pomegranate_Bistro-Redmond_Washington.html,Check The Website for a Menu
429,Tipsy Cow Burger Bar,16345 Cleveland St,"Redmond, WA 98052-5745","$$ - $$$, American, Bar, Vegetarian Friendly",4 of 5 bubbles,406 reviews,"In September, 2019, I had lunch at the Tipsy Cow with colleagues, following a work meeting. Not being in the mood for a standard burger, I had the ""Big Eye"" burger, which is listed as ""Wasabi Pea Crusted Ahi Tuna Seared Rare, Micro Basil, Purple...More",+1 425-896-8716,https://www.tripadvisor.com//Restaurant_Review-g58702-d5217385-Reviews-Tipsy_Cow_Burger_Bar-Redmond_Washington.html,Check The Website for a Menu
430,Blu Sardinia,8862 161st Ave NE,"Redmond, WA 98052-7553","$$ - $$$, Italian, Mediterranean, Vegetarian Friendly",4.5 of 5 bubbles,183 reviews,"I ordered the Osso buco special. 
Sauce was tasty but the meat was a little fatty. Not wonderful.
My wife ordered the seafood pasta. The mussels were miniscule.
Shouldn't be that hard to get Penn Cove mussels.
Whoever orders the food needs to buy elsewhere....More",+1 425-242-0024,https://www.tripadvisor.com//Restaurant_Review-g58702-d7786319-Reviews-Blu_Sardinia-Redmond_Washington.html,http://blusardinia.com/group-menu/
431,Kanishka,16651 Redmond Way,"Redmond, WA 98052-0008","$$ - $$$, Indian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,185 reviews,"Fantastic food! I thoroughly enjoyed it. We got the buffet, and the variety of flavors was amazing! I would eat there again in a heartbeat.",+1 425-869-9182,https://www.tripadvisor.com//Restaurant_Review-g58702-d2183559-Reviews-Kanishka-Redmond_Washington.html,Check The Website for a Menu
432,The Stone House,16244 Cleveland St,"Redmond, WA 98052-4316","$$$$, American, Vegetarian Friendly",4.5 of 5 bubbles,115 reviews,The food was terrific: great flavors and it tasted fresh. Service was great and parking is available.,+1 425-558-5625,https://www.tripadvisor.com//Restaurant_Review-g58702-d1167740-Reviews-The_Stone_House-Redmond_Washington.html,Check The Website for a Menu
