,Name,Street Address,Location,Type,Reviews,No of Reviews,Contact Number,Trip_advisor Url,Menu
393,Rutabegorz,264 N Glassell St,"Orange, CA 92866","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,108 reviews,+1 714-633-3260,https://www.tripadvisor.com//Restaurant_Review-g32825-d680120-Reviews-Rutabegorz-Orange_California.html,Check The Website for a Menu
394,Market Broiler,20 City Blvd W,"Orange, CA 92868-3100","$$ - $$$, American, Seafood, Vegetarian Friendly",4 of 5 bubbles,209 reviews,+1 714-769-3474,https://www.tripadvisor.com//Restaurant_Review-g32825-d840772-Reviews-Market_Broiler-Orange_California.html,Check The Website for a Menu
395,Coco's Bakery Restaurant,12032 Harbor Blvd,"Garden Grove, CA 92840-4002","$$ - $$$, American, Vegetarian Friendly, Gluten Free Options",4 of 5 bubbles,342 reviews,+1 714-750-7477,https://www.tripadvisor.com//Restaurant_Review-g32420-d873728-Reviews-Coco_s_Bakery_Restaurant-Garden_Grove_California.html,Check The Website for a Menu
396,Club 33,"33 Rue Royal, New Orleans Square, Disneyland","Anaheim, CA 92803-3232","$$$$, American, Gluten Free Options, Vegetarian Friendly",4.5 of 5 bubbles,245 reviews,+1 714-781-4011,https://www.tripadvisor.com//Restaurant_Review-g29092-d341615-Reviews-Club_33-Anaheim_California.html,Check The Website for a Menu
397,Karl Strauss Brewing Company,2390 E Orangewood Ave,"Anaheim, CA 92806-6141","$$ - $$$, American, Bar, Pub",4.5 of 5 bubbles,80 reviews,+1 714-940-1772,https://www.tripadvisor.com//Restaurant_Review-g29092-d10749113-Reviews-Karl_Strauss_Brewing_Company-Anaheim_California.html,http://www.karlstrauss.com/visit/anaheim/#tab-menu
398,Joe's Crab Shack,12011 Harbor Blvd,"Garden Grove, CA 92840","$$ - $$$, American, Bar, Seafood",4 of 5 bubbles,812 reviews,+1 714-703-0505,https://www.tripadvisor.com//Restaurant_Review-g32420-d341700-Reviews-Joe_s_Crab_Shack-Garden_Grove_California.html,Check The Website for a Menu
399,Outback Steakhouse,12001 Harbor Blvd,"Garden Grove, CA 92840-4001","$$ - $$$, American, Steakhouse, Australian",4 of 5 bubbles,708 reviews,+1 714-663-1107,https://www.tripadvisor.com//Restaurant_Review-g32420-d341672-Reviews-Outback_Steakhouse-Garden_Grove_California.html,Check The Website for a Menu
400,Anepalco's Cafe at Ayres Hotel,3737 W Chapman Ave,"Orange, CA 92868-1608","$$ - $$$, Mexican, Vegetarian Friendly",4.5 of 5 bubbles,141 reviews,+1 714-456-9642,https://www.tripadvisor.com//Restaurant_Review-g32825-d3247074-Reviews-Anepalco_s_Cafe_at_Ayres_Hotel-Orange_California.html,Check The Website for a Menu
401,Bangkok West Thai,606 Santa Monica Blvd,"Santa Monica, CA 90401-2502","$$ - $$$, Asian, Thai, Vegetarian Friendly",4.5 of 5 bubbles,130 reviews,+1 310-395-6580,https://www.tripadvisor.com//Restaurant_Review-g33052-d361596-Reviews-Bangkok_West_Thai-Santa_Monica_California.html,Check The Website for a Menu
402,Amelia's,2645 Main St,"Santa Monica, CA 90405-4001","$$ - $$$, American, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,211 reviews,+1 310-396-9095,https://www.tripadvisor.com//Restaurant_Review-g33052-d916101-Reviews-Amelia_s-Santa_Monica_California.html,Check The Website for a Menu
403,Tar and Roses,602 Santa Monica Blvd,"Santa Monica, CA 90401-2502","$$$$, American, Contemporary, Vegetarian Friendly",4.5 of 5 bubbles,628 reviews,+1 310-587-0700,https://www.tripadvisor.com//Restaurant_Review-g33052-d2716552-Reviews-Tar_and_Roses-Santa_Monica_California.html,https://tarandroses.com/santa-monica-downtown-tar-and-roses-food-menu
404,Forma,1610 Montana Ave,"Santa Monica, CA 90403-1808","$$ - $$$, Italian, Mediterranean, European",4.5 of 5 bubbles,215 reviews,+1 424-231-2868,https://www.tripadvisor.com//Restaurant_Review-g33052-d8497371-Reviews-Forma-Santa_Monica_California.html,http://www.formarestaurant.com/menu/
405,Upper West,3321 Pico Blvd,"Santa Monica, CA 90405-2115","$$ - $$$, American, Bar, Asian",4.5 of 5 bubbles,231 reviews,+1 310-586-1111,https://www.tripadvisor.com//Restaurant_Review-g33052-d1974736-Reviews-Upper_West-Santa_Monica_California.html,Check The Website for a Menu
406,True Food Kitchen,395 Santa Monica Pl Ste 172,"Santa Monica, CA 90401-3471","$$ - $$$, American, Contemporary, Vegetarian Friendly",4.5 of 5 bubbles,"1,371 reviews",+1 310-593-8300,https://www.tripadvisor.com//Restaurant_Review-g33052-d2372190-Reviews-True_Food_Kitchen-Santa_Monica_California.html,Check The Website for a Menu
407,Fritto Misto,601 Colorado Ave,"Santa Monica, CA 90401-2507","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,649 reviews,+1 310-458-2829,https://www.tripadvisor.com//Restaurant_Review-g33052-d350119-Reviews-Fritto_Misto-Santa_Monica_California.html,Check The Website for a Menu
408,Tender Greens,201 Arizona Ave,"Santa Monica, CA 90401-1203","$$ - $$$, American, Contemporary, Vegan Options",4.5 of 5 bubbles,352 reviews,310-587-2777,https://www.tripadvisor.com//Restaurant_Review-g33052-d2401031-Reviews-Tender_Greens-Santa_Monica_California.html,Check The Website for a Menu
409,SUGARFISH by sushi nozawa,1345 2nd St,"Santa Monica, CA 90401-1102","$$ - $$$, Japanese, Seafood, Sushi",4.5 of 5 bubbles,505 reviews,+1 310-393-3338,https://www.tripadvisor.com//Restaurant_Review-g33052-d2701844-Reviews-SUGARFISH_by_sushi_nozawa-Santa_Monica_California.html,Check The Website for a Menu
410,R+D Kitchen,1323 Montana Ave,"Santa Monica, CA 90403-1709","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,205 reviews,+1 310-395-3314,https://www.tripadvisor.com//Restaurant_Review-g33052-d1117167-Reviews-R_D_Kitchen-Santa_Monica_California.html,Check The Website for a Menu
411,Stella Barra Pizzeria,2000 Main St,"Santa Monica, CA 90405-1010","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,256 reviews,+1 310-396-9250,https://www.tripadvisor.com//Restaurant_Review-g33052-d2572023-Reviews-Stella_Barra_Pizzeria-Santa_Monica_California.html,Check The Website for a Menu
412,Hillstone Restaurant,202 Wilshire Blvd,"Santa Monica, CA 90401-1202","$$ - $$$, American, Sushi, Vegetarian Friendly",4.5 of 5 bubbles,750 reviews,+1 310-576-7558,https://www.tripadvisor.com//Restaurant_Review-g33052-d350413-Reviews-Hillstone_Restaurant-Santa_Monica_California.html,Check The Website for a Menu
413,Stout Burgers & Beer,111 Santa Monica Blvd,"Santa Monica, CA 90401-2201","$$ - $$$, American, Bar, Pub",4.5 of 5 bubbles,149 reviews,+1 310-260-8679,https://www.tripadvisor.com//Restaurant_Review-g33052-d7680170-Reviews-Stout_Burgers_Beer-Santa_Monica_California.html,Check The Website for a Menu
414,Pono Burger,829 Broadway,"Santa Monica, CA 90401-3500","$$ - $$$, Hawaiian, American, Vegetarian Friendly",4.5 of 5 bubbles,508 reviews,+1 310-584-7005,https://www.tripadvisor.com//Restaurant_Review-g33052-d4108445-Reviews-Pono_Burger-Santa_Monica_California.html,Check The Website for a Menu
415,La Vecchia Cucina,2654 Main St,"Santa Monica, CA 90405-4066","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,499 reviews,+1 310-399-7979,https://www.tripadvisor.com//Restaurant_Review-g33052-d350196-Reviews-La_Vecchia_Cucina-Santa_Monica_California.html,Check The Website for a Menu
416,BOA Steakhouse Santa Monica,101 Santa Monica Blvd,"Santa Monica, CA 90401-2201","$$$$, American, Steakhouse, Vegetarian Friendly",4.5 of 5 bubbles,937 reviews,+1 310-899-4466,https://www.tripadvisor.com//Restaurant_Review-g33052-d822605-Reviews-BOA_Steakhouse_Santa_Monica-Santa_Monica_California.html,Check The Website for a Menu
417,Blue Plate Taco,1515 Ocean Ave,"Santa Monica, CA 90401-2118","$$ - $$$, Mexican, Southwestern, Latin",4.5 of 5 bubbles,"1,203 reviews",+1 310-458-2985,https://www.tripadvisor.com//Restaurant_Review-g33052-d3781508-Reviews-Blue_Plate_Taco-Santa_Monica_California.html,Check The Website for a Menu
418,The Misfit Restaurant & Bar,225 Santa Monica Blvd,"Santa Monica, CA 90401-2207","$$ - $$$, American, Bar, Contemporary",4.5 of 5 bubbles,829 reviews,310-656-9800,https://www.tripadvisor.com//Restaurant_Review-g33052-d2102042-Reviews-The_Misfit_Restaurant_Bar-Santa_Monica_California.html,Check The Website for a Menu
419,Brunos,1652 Ocean Ave,"Santa Monica, CA 90401-3212","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,372 reviews,+1 310-395-5589,https://www.tripadvisor.com//Restaurant_Review-g33052-d447876-Reviews-Brunos-Santa_Monica_California.html,Check The Website for a Menu
420,FIG,101 Wilshire Blvd,"Santa Monica, CA 90401-1106","$$$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,502 reviews,+1 310-319-3111,https://www.tripadvisor.com//Restaurant_Review-g33052-d1370914-Reviews-FIG-Santa_Monica_California.html,Check The Website for a Menu
421,Blue Plate Oysterette,1355 Ocean Ave,"Santa Monica, CA 90401-1019","$$ - $$$, American, Seafood, Vegetarian Friendly",4.5 of 5 bubbles,987 reviews,+1 310-576-3474,https://www.tripadvisor.com//Restaurant_Review-g33052-d1599549-Reviews-Blue_Plate_Oysterette-Santa_Monica_California.html,Check The Website for a Menu
422,Santa Monica Seafood,1000 Wilshire Blvd,"Santa Monica, CA 90401-1907","$$ - $$$, American, Seafood, Gluten Free Options",4.5 of 5 bubbles,304 reviews,+1 310-393-5244,https://www.tripadvisor.com//Restaurant_Review-g33052-d2214049-Reviews-Santa_Monica_Seafood-Santa_Monica_California.html,Check The Website for a Menu
423,Mercado Santa Monica,1416 4th St,"Santa Monica, CA 90401-2309","$$ - $$$, Mexican, Latin, Vegetarian Friendly",4.5 of 5 bubbles,309 reviews,310-526-7121,https://www.tripadvisor.com//Restaurant_Review-g33052-d3246269-Reviews-Mercado_Santa_Monica-Santa_Monica_California.html,Check The Website for a Menu
424,Big Deans Oceanfront Cafe,Santa Monica Pier,"Santa Monica, CA 90401","$, American, Bar, Pub",4.5 of 5 bubbles,462 reviews,+1 310-393-2666,https://www.tripadvisor.com//Restaurant_Review-g33052-d494053-Reviews-Big_Deans_Oceanfront_Cafe-Santa_Monica_California.html,Check The Website for a Menu
425,North Italia,1442 2nd St,"Santa Monica, CA 90401-2302","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,267 reviews,+1 310-382-2460,https://www.tripadvisor.com//Restaurant_Review-g33052-d12430144-Reviews-North_Italia-Santa_Monica_California.html,Check The Website for a Menu
426,Blue Daisy Cafe,609 Broadway,"Santa Monica, CA 90401-2517","$$ - $$$, American, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,258 reviews,+1 310-395-9777,https://www.tripadvisor.com//Restaurant_Review-g33052-d2620660-Reviews-Blue_Daisy_Cafe-Santa_Monica_California.html,Check The Website for a Menu
427,Casa Martin,1654 Ocean Ave,"Santa Monica, CA 90401-3282","$$ - $$$, Mexican, Latin, Vegetarian Friendly",4.5 of 5 bubbles,371 reviews,+1 310-663-1732,https://www.tripadvisor.com//Restaurant_Review-g33052-d4092481-Reviews-Casa_Martin-Santa_Monica_California.html,https://www.casamartinsm.com/menu/
428,Umami Burger,500 Broadway,"Santa Monica, CA 90401-2406","$$ - $$$, American, Bar, Vegetarian Friendly",4.5 of 5 bubbles,339 reviews,+1 310-451-1614,https://www.tripadvisor.com//Restaurant_Review-g33052-d2191296-Reviews-Umami_Burger-Santa_Monica_California.html,Check The Website for a Menu
429,The Curious Palate,395 Santa Monica Pl,"Santa Monica, CA 90401-2372","$$ - $$$, American, Vegan Options, Vegetarian Friendly",4.5 of 5 bubbles,128 reviews,+1 310-395-2901,https://www.tripadvisor.com//Restaurant_Review-g33052-d4728089-Reviews-The_Curious_Palate-Santa_Monica_California.html,https://thecuriouspalate.com/#
430,Jimmy's Famous American Tavern,1733 Ocean Ave,"Santa Monica, CA 90401","$$ - $$$, American, Bar, Vegetarian Friendly",4.5 of 5 bubbles,155 reviews,+1 424-292-5222,https://www.tripadvisor.com//Restaurant_Review-g33052-d12386739-Reviews-Jimmy_s_Famous_American_Tavern-Santa_Monica_California.html,Check The Website for a Menu
431,The Penthouse at the Huntley Hotel,1111 2nd St,"Santa Monica, CA 90403-5003","$$$$, American, Mediterranean, Vegetarian Friendly",4 of 5 bubbles,638 reviews,+1 310-393-8080,https://www.tripadvisor.com//Restaurant_Review-g33052-d906439-Reviews-The_Penthouse_at_the_Huntley_Hotel-Santa_Monica_California.html,https://www.thehuntleyhotel.com/penthouse
432,Cheeseboard Pizza,1504 Shattuck Ave,"Berkeley, CA 94709-1517","$, Pizza, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,775 reviews,+1 510-549-3183,https://www.tripadvisor.com//Restaurant_Review-g32066-d371485-Reviews-Cheeseboard_Pizza-Berkeley_California.html,Check The Website for a Menu
433,Rivoli Restaurant,1539 Solano Ave,"Berkeley, CA 94707-2119","$$$$, Vegetarian Friendly, Vegan Options, Gluten Free Options",4.5 of 5 bubbles,338 reviews,+1 510-526-2542,https://www.tripadvisor.com//Restaurant_Review-g32066-d367230-Reviews-Rivoli_Restaurant-Berkeley_California.html,Check The Website for a Menu
434,Zachary's Chicago Pizza,1853 Solano Ave,"Berkeley, CA 94707-2306","$$ - $$$, Pizza, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,413 reviews,+1 510-525-5950,https://www.tripadvisor.com//Restaurant_Review-g32066-d367229-Reviews-Zachary_s_Chicago_Pizza-Berkeley_California.html,Check The Website for a Menu
435,Chez Panisse,1517 Shattuck Ave,"Berkeley, CA 94709-1516","$$$$, French, American, Vegetarian Friendly",4.5 of 5 bubbles,"1,443 reviews",+1 510-548-5525,https://www.tripadvisor.com//Restaurant_Review-g32066-d582405-Reviews-Chez_Panisse-Berkeley_California.html,Check The Website for a Menu
436,Rick & Ann's,2922 Domingo Ave,"Berkeley, CA 94705-2454","$$ - $$$, American, Cafe, Vegetarian Friendly",4.5 of 5 bubbles,332 reviews,+1 510-649-8538,https://www.tripadvisor.com//Restaurant_Review-g32066-d371488-Reviews-Rick_Ann_s-Berkeley_California.html,Check The Website for a Menu
437,Bette's Oceanview Diner,1807 4th St,"Berkeley, CA 94710-1910","$$ - $$$, American, Diner, Deli",4.5 of 5 bubbles,453 reviews,+1 510-644-3230,https://www.tripadvisor.com//Restaurant_Review-g32066-d371480-Reviews-Bette_s_Oceanview_Diner-Berkeley_California.html,Check The Website for a Menu
438,La Note,2377 Shattuck Ave,"Berkeley, CA 94704-1552","$$ - $$$, French, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,377 reviews,+1 510-843-1525,https://www.tripadvisor.com//Restaurant_Review-g32066-d371518-Reviews-La_Note-Berkeley_California.html,Check The Website for a Menu
439,Angeline's Louisiana Kitchen,2261 Shattuck Ave,"Berkeley, CA 94704-1432","$$ - $$$, American, Cajun & Creole, Vegetarian Friendly",4.5 of 5 bubbles,358 reviews,+1 510-548-6900,https://www.tripadvisor.com//Restaurant_Review-g32066-d660951-Reviews-Angeline_s_Louisiana_Kitchen-Berkeley_California.html,Check The Website for a Menu
440,Jupiter,2181 Shattuck Ave,"Berkeley, CA 94704-1308","$$ - $$$, American, Bar, Pizza",4 of 5 bubbles,324 reviews,+1 510-843-8277,https://www.tripadvisor.com//Restaurant_Review-g32066-d1916307-Reviews-Jupiter-Berkeley_California.html,Check The Website for a Menu
441,Wood Tavern,6317 College Ave,"Oakland, CA 94618-1331","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,462 reviews,+1 510-654-6607,https://www.tripadvisor.com//Restaurant_Review-g32810-d856760-Reviews-Wood_Tavern-Oakland_California.html,Check The Website for a Menu
442,Eureka!,2068 Center Street,"Berkeley, CA 94704","$$ - $$$, American, Bar, Vegetarian Friendly",4.5 of 5 bubbles,154 reviews,+1 510-809-8282,https://www.tripadvisor.com//Restaurant_Review-g32066-d5421501-Reviews-Eureka-Berkeley_California.html,Check The Website for a Menu
443,Gather,2200 Oxford St,"Berkeley, CA 94704-1389","$$ - $$$, American, Pizza, Vegetarian Friendly",4 of 5 bubbles,356 reviews,+1 510-809-0400,https://www.tripadvisor.com//Restaurant_Review-g32066-d1604124-Reviews-Gather-Berkeley_California.html,Check The Website for a Menu
444,Skates on The Bay,100 Seawall Dr,"Berkeley, CA 94710-1611","$$ - $$$, American, Seafood, Vegetarian Friendly",4 of 5 bubbles,794 reviews,+1 510-549-1900,https://www.tripadvisor.com//Restaurant_Review-g32066-d377656-Reviews-Skates_on_The_Bay-Berkeley_California.html,Check The Website for a Menu
445,Comal,2020 Shattuck Ave,"Berkeley, CA 94704-1117","$$ - $$$, Mexican, Latin, Vegetarian Friendly",4 of 5 bubbles,234 reviews,+1 510-926-6300,https://www.tripadvisor.com//Restaurant_Review-g32066-d3293579-Reviews-Comal-Berkeley_California.html,Check The Website for a Menu
446,Zachary's Chicago Pizza,5801 College Ave,"Oakland, CA 94618-1602","$$ - $$$, Pizza, Italian, Vegetarian Friendly",4.5 of 5 bubbles,722 reviews,+1 510-655-6385,https://www.tripadvisor.com//Restaurant_Review-g32810-d371483-Reviews-Zachary_s_Chicago_Pizza-Oakland_California.html,Check The Website for a Menu
447,Belotti Ristorante E Bottega,5403 College Ave,"Oakland, CA 94618-1502","$$ - $$$, Italian, European, Vegetarian Friendly",4.5 of 5 bubbles,149 reviews,+1 510-788-7890,https://www.tripadvisor.com//Restaurant_Review-g32810-d10067472-Reviews-Belotti_Ristorante_E_Bottega-Oakland_California.html,Check The Website for a Menu
448,Iyasare,1830 4th St,"Berkeley, CA 94710-1911","$$ - $$$, Japanese, Asian, Vegetarian Friendly",4.5 of 5 bubbles,119 reviews,+1 510-845-8100,https://www.tripadvisor.com//Restaurant_Review-g32066-d5601764-Reviews-Iyasare-Berkeley_California.html,Check The Website for a Menu
449,Kirala,2100 Ward St,"Berkeley, CA 94705-1016","$$ - $$$, Japanese, Sushi, Asian",4.5 of 5 bubbles,158 reviews,+1 510-549-3486,https://www.tripadvisor.com//Restaurant_Review-g32066-d371498-Reviews-Kirala-Berkeley_California.html,Check The Website for a Menu
450,Trattoria Corso,1788 Shattuck Ave,"Berkeley, CA 94709-1750","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,202 reviews,+1 510-704-8004,https://www.tripadvisor.com//Restaurant_Review-g32066-d1074703-Reviews-Trattoria_Corso-Berkeley_California.html,Check The Website for a Menu
451,Julia's Restaurant,2315 Durant Ave,"Berkeley, CA 94704-1606","$$$$, Vegetarian Friendly, Gluten Free Options",4.5 of 5 bubbles,132 reviews,+1 510-280-1547,https://www.tripadvisor.com//Restaurant_Review-g32066-d3685882-Reviews-Julia_s_Restaurant-Berkeley_California.html,Check The Website for a Menu
452,Riva Cucina,800 Heinz Ave,"Berkeley, CA 94710-2742","$$ - $$$, Italian, Vegetarian Friendly, Gluten Free Options",4.5 of 5 bubbles,113 reviews,+1 510-841-7482,https://www.tripadvisor.com//Restaurant_Review-g32066-d665481-Reviews-Riva_Cucina-Berkeley_California.html,Check The Website for a Menu
453,Venus Restaurant,2327 Shattuck Ave,"Berkeley, CA 94704-1516","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,188 reviews,+1 510-540-5950,https://www.tripadvisor.com//Restaurant_Review-g32066-d371527-Reviews-Venus_Restaurant-Berkeley_California.html,Check The Website for a Menu
454,Zut!,1820 4th St,"Berkeley, CA 94710-1911","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,205 reviews,+1 510-644-0444,https://www.tripadvisor.com//Restaurant_Review-g32066-d2228668-Reviews-Zut-Berkeley_California.html,Check The Website for a Menu
455,Burma Superstar,4721 Telegraph Ave,"Oakland, CA 94609-2023","$$ - $$$, Asian, Burmese, Vegetarian Friendly",4.5 of 5 bubbles,401 reviews,+1 510-652-2900,https://www.tripadvisor.com//Restaurant_Review-g32810-d1544869-Reviews-Burma_Superstar-Oakland_California.html,Check The Website for a Menu
456,Townhouse Bar & Grill,5862 Doyle St,"Emeryville, CA 94608-2530","$$ - $$$, American, Bar, Vegetarian Friendly",4.5 of 5 bubbles,209 reviews,+1 510-652-6151,https://www.tripadvisor.com//Restaurant_Review-g32352-d466517-Reviews-Townhouse_Bar_Grill-Emeryville_California.html,Check The Website for a Menu
