,Name,Street Address,Location,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu
321,Nanking  rockaway,13407 Rockaway Blvd,"South Ozone Park, NY 11420-3020","$$ - $$$, Indian, Asian, Chinese",4.5 of 5 bubbles,36 reviews,"We're just staying in a hotel near my for an early morning flight. So glad we decided to  leave the hotel restaurant behind and try this place! The neighborhood is a little sketchy but there was plenty of parking right in front! 

The food is...More",+1 718-323-3555,https://www.tripadvisor.com//Restaurant_Review-g2056275-d4283090-Reviews-Nanking_rockaway-South_Ozone_Park_Queens_New_York.html,Check The Website for a Menu
322,Cabana,10710 70th Rd,"Forest Hills, NY 11375-4241","$$ - $$$, Latin, Spanish, Cuban",4 of 5 bubbles,198 reviews,"The food was very good and the service was wonderfull 
What a great place to eat and grab drinks, food was very good and the have friendly staf. Fast service. And affordable.",+1 718-263-3600,https://www.tripadvisor.com//Restaurant_Review-g47732-d424757-Reviews-Cabana-Forest_Hills_Queens_New_York.html,http://www.cabanarestaurant.com/our-menu
323,Nick's Pizza,10826 Ascan Ave,"Forest Hills, NY 11375-5373","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4 of 5 bubbles,148 reviews,"No matter who I introduce to Nick’s Pizza, they always want to go back for more! Excellent salads and calzones, too! My favorite pizza in FH.  Thin crust, fresh mozzarella, and excellent sauce. Great options for toppings, too.More",+1 718-263-1126,https://www.tripadvisor.com//Restaurant_Review-g47732-d502766-Reviews-Nick_s_Pizza-Forest_Hills_Queens_New_York.html,Check The Website for a Menu
324,Smile of The Beyond Restaurant,8614 Parsons Blvd,"Jamaica, NY 11432-3314","$, International, American, Vegetarian Friendly",4.5 of 5 bubbles,29 reviews,I returned here after a great breakfast ( Mediterranean Omelette) for lunch. I had the San Francisco sandwich. Very tasty and filling . My friends had the vegetarian  chipotle wrap and the vege wrap and were also wrapped! For drinks I had the smoothie and...More,+1 718-739-7453,https://www.tripadvisor.com//Restaurant_Review-g47962-d425036-Reviews-Smile_of_The_Beyond_Restaurant-Jamaica_Queens_New_York.html,https://www.smileofthebeyond.com/lunch-menu/
325,Parkside Restaurant,10701 Corona Ave,"Corona, NY 11368-3218","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,477 reviews,My husband and I had not been to Parkside in a number of years. The food never disappoints. Excellent imported Parmesan cheese with bruschetta. I loved the meat bread. Grilled swordfish was great and so was the calamari/scumgilli fra diabolically. We were lucky enough to...More,+1 718-271-9871,https://www.tripadvisor.com//Restaurant_Review-g47542-d475429-Reviews-Parkside_Restaurant-Corona_Queens_New_York.html,Check The Website for a Menu
326,Dannys Szechuan Garden,156-40B Cross Bay Blvd,"Howard Beach, NY 11414-2745","$$ - $$$, Chinese, Asian, Japanese",4.5 of 5 bubbles,44 reviews,Been back a few times since my last review and I have to say the place seems to get better the food the service the food I think has gotten better tried some different dishes all were good  plenty of room pleasant food experience,+1 718-738-6500,https://www.tripadvisor.com//Restaurant_Review-g47927-d3193677-Reviews-Dannys_Szechuan_Garden-Howard_Beach_Queens_New_York.html,Check The Website for a Menu
327,Nick's Bistro,10420 Metropolitan Ave,"Forest Hills, NY 11375-6736","$$ - $$$, Greek, Mediterranean, Vegetarian Friendly",4.5 of 5 bubbles,49 reviews,"We eat here often.  The food is always well prepared.
They could do better with the Greek.  
Good value.",+1 718-544-6425,https://www.tripadvisor.com//Restaurant_Review-g47732-d5109498-Reviews-Nick_s_Bistro-Forest_Hills_Queens_New_York.html,http://nicksbistro.com/menu.html
328,5 Burro Cafe,7205 Austin St,"Forest Hills, NY 11375-5354","$$ - $$$, Mexican, Vegetarian Friendly",4 of 5 bubbles,126 reviews,"Excellent food, great atmosphere. We were a group of 5 and every dish was delicious. Nachos were awesome and the beef burrito was made with quality steak.  We picked this spot because we happened to be in the neighborhood, but next time I'm in NY...More",+1 718-544-2984,https://www.tripadvisor.com//Restaurant_Review-g47732-d3444874-Reviews-5_Burro_Cafe-Forest_Hills_Queens_New_York.html,Check The Website for a Menu
329,Bareburger,7149 Austin St,"Forest Hills, NY 11375-4728","$$ - $$$, American, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,138 reviews,"We ordered from this location 
And I'll say excellent burgers.  
Good size..  Very tasty
But very pricey",+1 718-275-2273,https://www.tripadvisor.com//Restaurant_Review-g47732-d3316200-Reviews-Bareburger-Forest_Hills_Queens_New_York.html,Check The Website for a Menu
330,Don Peppe INC,13558 Lefferts Blvd,"Jamaica, NY 11420-3602","$$ - $$$, Italian",4 of 5 bubbles,58 reviews,"i don't know why this place has 2 different review pages here.  the ""don peppe's"" in ozone park is the same place.  and it's excellent.",+1 718-845-7587,https://www.tripadvisor.com//Restaurant_Review-g47962-d516003-Reviews-Don_Peppe_INC-Jamaica_Queens_New_York.html,Check The Website for a Menu
331,The Pool Bar,TWA Hotel JFK Airport,"Jamaica, NY 11430","$$ - $$$, Bar, Pub",4.5 of 5 bubbles,25 reviews,"We checked out the pool area during our stay, we didn't have a drink a we had been to Connie and Paris cafe. Although it was February and freezing the pool was open.",Not Available,https://www.tripadvisor.com//Restaurant_Review-g47962-d17661330-Reviews-The_Pool_Bar-Jamaica_Queens_New_York.html,https://www.thepoolbartwa.com/menus/
332,Pizza Port,13517 Lefferts Blvd,"South Ozone Park, NY 11420-3601","$, Pizza, Italian",4 of 5 bubbles,47 reviews,"Deliver to hotels in area. Used them when we stayed at Holiday Inn Express Kennedy Airport. I ordered sausage parmigiana with a nice side salad. My spouse had a baked manicotti dish. Delivery did take an hour, but the dishes were still hot when delivered...More",+1 718-843-9186,https://www.tripadvisor.com//Restaurant_Review-g2056275-d3135686-Reviews-Pizza_Port-South_Ozone_Park_Queens_New_York.html,Check The Website for a Menu
333,Trinciti Roti Shop and Restaurant,11105 Lefferts Blvd,"South Ozone Park, NY 11420-1344","$, Caribbean, Indian, International",4 of 5 bubbles,42 reviews,This place is absolutely the best! I truly think this one of NYC's hidden gems. If you get a chance to order their bake and shark please do yourself a favor. There Roti is also excellent and there doubles are divine.,+1 718-641-3636,https://www.tripadvisor.com//Restaurant_Review-g2056275-d4944598-Reviews-Trinciti_Roti_Shop_and_Restaurant-South_Ozone_Park_Queens_New_York.html,https://www.facebook.com/pg/Trinciti-Roti-Shop-and-Restaurant-143604839019115/menu/
334,Tu Casa,11905 Metropolitan Ave,"Kew Gardens, NY 11415-2605","$$ - $$$, Peruvian, Latin, Spanish",4 of 5 bubbles,79 reviews,We have been coming here for years. We order extra chicken to take home and eat the next day. We did the same thing today. We asked for them to pack green sauce for the chicken and white sauce for the tostones. When they brought...More,+1 718-441-6363,https://www.tripadvisor.com//Restaurant_Review-g47996-d1880501-Reviews-Tu_Casa-Kew_Gardens_Queens_New_York.html,Check The Website for a Menu
335,London Lennie's,6388 Woodhaven Blvd,"Rego Park, NY 11374-4840","$$ - $$$, American, Seafood, Gluten Free Options",4 of 5 bubbles,297 reviews,"I tend to avoid restaurants where almost all of the main courses are over $30 but this place has a special ranking. In the past I have been to top seafood restaurants in Manhattan and elsewhere and for me, none are better than LL. We...More",+1 718-894-8084,https://www.tripadvisor.com//Restaurant_Review-g48477-d925259-Reviews-London_Lennie_s-Rego_Park_Queens_New_York.html,Check The Website for a Menu
336,Gianna's,1034 N Broadway,"Yonkers, NY 10701-1328","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4 of 5 bubbles,258 reviews,"Today we had a luncheon after my mom's funeral.  Obviously we were  not in a great mood last week when we made the arrangements for >40 people but they made it very easy and told us not to worry, but they will make sure everything...More",+1 914-375-0106,https://www.tripadvisor.com//Restaurant_Review-g48922-d1233857-Reviews-Gianna_s-Yonkers_New_York.html,Check The Website for a Menu
337,Xaviars On The Hudson,71 Grant Water,"Yonkers, NY 10701-3581","$$$$, American, Vegetarian Friendly, Vegan Options",4.5 of 5 bubbles,710 reviews,"A group of 6 women had brunch ob 1/19/20.  First the good news:  the service was attentive and efficient.  The sparkling wine flowed, waiters wandered about the room with large trays of lamb chops, coconut shrimp, sushi ..all delicious.  First course delicious, butternut squash soup...More",+1 914-965-1111,https://www.tripadvisor.com//Restaurant_Review-g48922-d942199-Reviews-Xaviars_On_The_Hudson-Yonkers_New_York.html,Check The Website for a Menu
338,Rory Dolan's Restaurant,890 McLean Ave,"Yonkers, NY 10704-4102","$$ - $$$, Irish, Italian, American",4.5 of 5 bubbles,247 reviews,"The food here just frankly is over prepared.  If I want to use salt I'll put it on myself.  I love Irish pubs, but between the service being substandard and an odd situation with a gift card we won't be back and we were bribed...More",+1 914-776-2946,https://www.tripadvisor.com//Restaurant_Review-g48922-d447715-Reviews-Rory_Dolan_s_Restaurant-Yonkers_New_York.html,Check The Website for a Menu
339,Texas de Brazil,1 Ridge Hill Blvd.,"Yonkers, NY 10710","$$$$, Steakhouse, Brazilian",4 of 5 bubbles,237 reviews,"Went to celebrate a birthday. $10 for a half a glass of room Temperature wine was too much. Ordered bottled water. Water was poured n then we noticed a glass was dirty. We were given a clean glass, but, the full glass from the bottle...More",+1 914-652-9660,https://www.tripadvisor.com//Restaurant_Review-g48922-d2530345-Reviews-Texas_de_Brazil-Yonkers_New_York.html,Check The Website for a Menu
340,Yard House,237 Market St,"Yonkers, NY 10710-7608","$$ - $$$, American, Bar, Pub",4 of 5 bubbles,292 reviews,"Never had any problems.  Love the chicken nacho dish, it's for 2 people.  The selection of liquor is over the top.",+1 914-375-9273,https://www.tripadvisor.com//Restaurant_Review-g48922-d2412921-Reviews-Yard_House-Yonkers_New_York.html,Check The Website for a Menu
341,Yonkers Brewing Company,92 Main St,"Yonkers, NY 10701-7065","$$ - $$$, American, Bar, Pub",4.5 of 5 bubbles,66 reviews,Really good beers and great location. The food is great for small or large groups. Staff was really nice and made the experience great.,+1 914-226-8327,https://www.tripadvisor.com//Restaurant_Review-g48922-d8418540-Reviews-Yonkers_Brewing_Company-Yonkers_New_York.html,Check The Website for a Menu
342,Frank Pepe Pizzeria Napoletana,1955 Central Ave,"Yonkers, NY","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4 of 5 bubbles,185 reviews,"A limited menu but a grat tasting white clam pizza.  If pizza and salad are what you crave, this is the place",+1 914-961-8284,https://www.tripadvisor.com//Restaurant_Review-g48922-d2423597-Reviews-Frank_Pepe_Pizzeria_Napoletana-Yonkers_New_York.html,https://pepespizzeria.com/yonkers/
343,Rosie's Bistro Italiano,10 Palmer Ave,"Bronxville, NY 10708-3404","$$ - $$$, Italian, Vegetarian Friendly",4 of 5 bubbles,179 reviews,"The rigatoni bolognese is one of the best in Westchester. The service is average but attentive enough. The real issue, however, is Parking. Parking in Bronxville is difficult but the real problem are the overly aggressive meter maids. I stopped frequenting Bronxville restaurants because of...More",+1 914-793-2000,https://www.tripadvisor.com//Restaurant_Review-g47370-d1083325-Reviews-Rosie_s_Bistro_Italiano-Bronxville_New_York.html,Check The Website for a Menu
344,Carlos Restaurant,668 Tuckahoe Rd,"Yonkers, NY 10710-5705","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4 of 5 bubbles,123 reviews,"Great food, excellent service. Two level restaurant, pizzeria, parking in back. Easy to get to from highways.",+1 914-793-1458,https://www.tripadvisor.com//Restaurant_Review-g48922-d3242357-Reviews-Carlos_Restaurant-Yonkers_New_York.html,Check The Website for a Menu
345,Liebman's Kosher Delicatessen,552 W 235th St,"Bronx, NY 10463-1709","$$ - $$$, American, Deli, Kosher",4.5 of 5 bubbles,106 reviews,"Forget downtown overpriced Katz's, or mid-town, equally overpriced Ben's.  Get on the subway, an express bus, an uber or lyft and hightail it to 235th Street in Riverdale to partake of the best Jewish deli food in the City.  This place is a throwback to...More",+1 718-548-4534,https://www.tripadvisor.com//Restaurant_Review-g47369-d4281712-Reviews-Liebman_s_Kosher_Delicatessen-Bronx_New_York.html,http://liebmansdeli.com/menus/
346,Axia Taverna,18 Piermont Rd,"Tenafly, NJ 07670-1716","$$$$, Mediterranean, Greek, Vegetarian Friendly",4.5 of 5 bubbles,120 reviews,This is the second time eating at this lovely restaurant. If you enjoy wine they offer an extensive variety. My husband and I both enjoyed our meals. All very fresh tasting food.  The first time we came was for a group party and they did...More,+1 201-569-5999,https://www.tripadvisor.com//Restaurant_Review-g46863-d643106-Reviews-Axia_Taverna-Tenafly_New_Jersey.html,Check The Website for a Menu
347,Lefteris Gyro,242 Market St,"Yonkers, NY 10710-7609","$$ - $$$, Mediterranean, Greek, Vegetarian Friendly",4 of 5 bubbles,119 reviews,The food here is great! Typically I do take out but have eaten in the restaurant a few times. The green salad with grilled chicken in my favorite! The dressing is amazing and you can purchase bottles to take home.,+1 914-437-8490,https://www.tripadvisor.com//Restaurant_Review-g48922-d3618816-Reviews-Lefteris_Gyro-Yonkers_New_York.html,http://www.lefterisgyro.com/Location-LF3-Yonkers/Menu.aspx
348,La Lanterna,23 Gray Oaks Ave,"Yonkers, NY 10710-3205","$$ - $$$, Italian, Vegetarian Friendly",4.5 of 5 bubbles,83 reviews,Met family members here for cocktails and dinner. Nice bar area with a few high tables that If you choose you to you can have something to eat there. The Dining area is in back of the bar area. It is A lovely room which...More,+1 914-476-3060,https://www.tripadvisor.com//Restaurant_Review-g48922-d458254-Reviews-La_Lanterna-Yonkers_New_York.html,Check The Website for a Menu
349,Raceway Diner,833 Yonkers Ave,"Yonkers, NY 10704-3019","$$ - $$$, American, Diner, Vegetarian Friendly",4 of 5 bubbles,56 reviews,Although the old manager George is no longer there the food quality is still good. The wait staff at times can be a challenge. It’s usually a hit or miss on their attentiveness. Prices are reasonable and never had a bad meal there.,+1 914-969-4343,https://www.tripadvisor.com//Restaurant_Review-g48922-d4615293-Reviews-Raceway_Diner-Yonkers_New_York.html,Check The Website for a Menu
350,Tombolino Ristorante,356 Kimball Ave,"Yonkers, NY 10704-3042","$$ - $$$, Italian, Vegetarian Friendly",4.5 of 5 bubbles,58 reviews,The place is nicely decorated with cozy atmosphere. Menu is over priced and portions could be bigger. Food is good but price wise with many other restaurants in Yonkers I would search for more reasonably priced that won’t hurt your pocket and if not same...More,+1 914-237-1266,https://www.tripadvisor.com//Restaurant_Review-g48922-d1370183-Reviews-Tombolino_Ristorante-Yonkers_New_York.html,Check The Website for a Menu
