,Name,Street Address,Location,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu
334,Giorgio s Pizza,1018 Broadway,"Lubbock, TX 79401-3302","$, Italian, Pizza",4.5 of 5 bubbles,48 reviews,"Get by and get some great tasting pizza,cal-zones and sandwiches!! Daniel and staff are always ready to serve ya !!!",+1 863-686-3730,https://www.tripadvisor.com//Restaurant_Review-g56208-d1413396-Reviews-Giorgio_s_Pizza-Lubbock_Texas.html,https://slicelife.com/restaurants/tx/lubbock/79401/giorgio-s-pizza-lubbock/menu?utm_source=organic_tripadvisor&utm_medium=ta_menu
335,Thai Kitchen,2302 Texas Ave,"Lubbock, TX 79411-2323","$, Asian, Thai, Vegetarian Friendly",4.5 of 5 bubbles,40 reviews,"Can't say enough about this place great environment, great service, amazing food, peanut sauce to die for, and an incredible amount of selection (ive been going every Friday since September 2016 and I still haven't tried everything on the menu) 

Some favorites: pineapple fried rice,...More",+1 806-782-8689,https://www.tripadvisor.com//Restaurant_Review-g56208-d10196475-Reviews-Thai_Kitchen-Lubbock_Texas.html,Check The Website for a Menu
336,Chuy's,4805 S Loop 289,"Lubbock, TX 79424-1675","$$ - $$$, Mexican, Southwestern, Vegetarian Friendly",4 of 5 bubbles,185 reviews,"My family made a reservation for 20+ people, almost half of us showed up early, and they would not seat us until over half of us were there, so we sat and waited, i think they said this because they didnt have our table ready...More",+1 806-698-6264,https://www.tripadvisor.com//Restaurant_Review-g56208-d3492068-Reviews-Chuy_s-Lubbock_Texas.html,Check The Website for a Menu
337,LongHorn Steakhouse,4805 S Loop 289,"Lubbock, TX 79424-1675","$$ - $$$, American, Steakhouse",4 of 5 bubbles,132 reviews,"I totally get that I live in the beef capital of the world.   Texas is Best when it comes to beef!  Whether it’s the cut or cooking, Longhorn Steakhouses is tops in beef.   Drop in.  Ask for Ashley, you’ll be glad you did.",+1 806-783-0015,https://www.tripadvisor.com//Restaurant_Review-g56208-d4185611-Reviews-LongHorn_Steakhouse-Lubbock_Texas.html,Check The Website for a Menu
338,King's Blu Jam Cafe,4711 Louetta Rd,"Spring, TX 77388-4351","$$ - $$$, Cafe, Cajun & Creole",5 of 5 bubbles,16 reviews,Had a family member tell about this place.  They were impressed and so were we.  Almost didn't get in because of limited hours.  (Tues-Fri 7am-2:30 and Sat-Sun 7am-3:00 pm.)  Not a large place. 10 or so tables and about 7 booths.  Bar sits about 6....More,+1 713-389-5555,https://www.tripadvisor.com//Restaurant_Review-g56701-d15125070-Reviews-King_s_Blu_Jam_Cafe-Spring_Texas.html,https://img1.wsimg.com/blobby/go/7d01b5de-2694-4b3f-a9f3-325d6b112d31/downloads/1cvmr3b83_311130.jpg
339,Crust Pizza Co.,4775 W Panther Creek Dr,"Spring, TX 77381-3592","$$ - $$$, Italian, Pizza, Vegetarian Friendly",4.5 of 5 bubbles,233 reviews,"I love Crust Pizza. My favorite pizza is the Tuscan. It’s all vegetables & cheese, so I usually have them add chicken. They have an excellent selection of pizza, sandwiches, and salads. Great place for families, too.",+1 281-298-8844,https://www.tripadvisor.com//Restaurant_Review-g56701-d4797310-Reviews-Crust_Pizza_Co-Spring_Texas.html,Check The Website for a Menu
340,Pappasito's Cantina,15280 I-45 N. at Airtex,"Spring, TX 77090","$$ - $$$, Mexican, Southwestern, Vegetarian Friendly",4.5 of 5 bubbles,368 reviews,I had a good dinner.  The food was tasty and arrived hot.  The service was attentive.  I enjoyed eating at the restaurant.,+1 281-821-4500,https://www.tripadvisor.com//Restaurant_Review-g56701-d3967476-Reviews-Pappasito_s_Cantina-Spring_Texas.html,Check The Website for a Menu
341,Rudy's,20806 Interstate 45,"Spring, TX 77373-2921","$$ - $$$, American, Barbecue, Gluten Free Options",4.5 of 5 bubbles,546 reviews,"Had a pulled pork sandwich and it was just average, if not worse. Super greasy and no flavor. Normally I like Rudy’s but my visit this week was very disappointing. The banana pudding was good, same for the potato salad. It’s a great location, easy...More",+1 281-288-0916,https://www.tripadvisor.com//Restaurant_Review-g56701-d804468-Reviews-Rudy_s-Spring_Texas.html,Check The Website for a Menu
342,olive oil,373 Rayford Sawdust Rd.,"The Woodlands, TX 77380","$$ - $$$, Mediterranean, Greek, Vegetarian Friendly",4.5 of 5 bubbles,273 reviews,"As a 58 year old Greek, I can say this restaurant is a disaster.  My family is 3rd generation Greek chefs and restaurateurs with some of the most popular restaurants in Athens Greece.  The food is edible, but not great (zero love in the preparation)....More",281-367-0114,https://www.tripadvisor.com//Restaurant_Review-g56764-d2269857-Reviews-Olive_oil-The_Woodlands_Texas.html,http://www.oliveoilgreekrestaurant.com/menu
343,Gringo's Mexican Kitchen,6925 Cypresswood Dr Ste G,"Spring, TX 77379-7752","$$ - $$$, Mexican, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,357 reviews,The food and drinks here are really good!!  They have a separate entrance door for pick-ups as well.  The service was excellent too!,+1 281-376-7800,https://www.tripadvisor.com//Restaurant_Review-g56701-d2385533-Reviews-Gringo_s_Mexican_Kitchen-Spring_Texas.html,Check The Website for a Menu
344,The Black Sheep Bistro,326 Main St,"Spring, TX 77373-8374","$$ - $$$, American, Mediterranean, Italian",4.5 of 5 bubbles,181 reviews,"The Bistro has moved to Elm and Magnolia. I went for girls brunch. Venue is cute, food was delicious, service was good although I was a little surprised the wouldn’t split the bill.",+1 832-616-3035,https://www.tripadvisor.com//Restaurant_Review-g56701-d4833948-Reviews-The_Black_Sheep_Bistro-Spring_Texas.html,http://www.theblacksheepbistro.com/our-menu
345,Q-Shi,1491 Spring Cypress Rd,"Spring, TX 77373-2548","$$ - $$$, Japanese, Barbecue, Sushi",4.5 of 5 bubbles,116 reviews,"Our Covenant Group gets together once a month or an Outing and/or Dinner. Yesterday we went to the 'Escape Room' located on FM 2920 in Spring then for Dinner at ""Q-Shi BBQ / Bistro"". We had reservations at Q-Shi and elected to sit in the...More",+1 281-223-1598,https://www.tripadvisor.com//Restaurant_Review-g56701-d10729193-Reviews-Q_Shi-Spring_Texas.html,Check The Website for a Menu
346,Spring Creek Barbeque,6068 FM 2920 Rd,"Spring, TX 77379-2542","$$ - $$$, American, Barbecue",4 of 5 bubbles,230 reviews,Great food! Ribs are some of the best around.  People come around with hot rolls at are to die for!  Relaxed atmosphere.,+1 281-251-6828,https://www.tripadvisor.com//Restaurant_Review-g56701-d2250882-Reviews-Spring_Creek_Barbeque-Spring_Texas.html,https://springcreekbarbeque.com/menu/
347,Guadalajara Hacienda,27885 Interstate 45,"Spring, TX 77380-1145","$$ - $$$, Mexican, Southwestern, Vegetarian Friendly",4 of 5 bubbles,273 reviews,We’ve been here numerous times and it’s always awesome. We were seated quickly on a Friday night and the service was awesome. One of our favorite places in the area.,+1 281-362-0774,https://www.tripadvisor.com//Restaurant_Review-g56701-d470940-Reviews-Guadalajara_Hacienda-Spring_Texas.html,Check The Website for a Menu
348,Grotto Ristorante,9595 Six Pines Dr,"Spring, TX 77380-1531","$$ - $$$, Italian, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,271 reviews,"We enjoyed the authentic Italian cuisine, food, drinks, and Happy Hour at the Grotto in The Woodlands. The restaurant offers brunch (Sunday), lunch, Happy Hour ( 3-7pm), and dinner.The restaurant offers different dinner pasta and pizza selection and more. They offer a 3 course meal...More",+1 281-419-4252,https://www.tripadvisor.com//Restaurant_Review-g56701-d4634140-Reviews-Grotto_Ristorante-Spring_Texas.html,Check The Website for a Menu
349,Fukuda Japanese Restaurant,25701 Interstate 45,"The Woodlands, TX 77380-3530","$$ - $$$, Japanese, Sushi, Asian",4.5 of 5 bubbles,116 reviews,"I had great food and service at Fukuda. I was there for lunch and ordered from the menu. The salmon portion in their Bento box was generous, moist and flavorful with no dark meat. I enjoyed my meal so much I went back two days...More",+1 281-419-8980,https://www.tripadvisor.com//Restaurant_Review-g56764-d3188414-Reviews-Fukuda_Japanese_Restaurant-The_Woodlands_Texas.html,Check The Website for a Menu
350,Robard's Steakhouse,2301 N Millbend Dr,"The Woodlands, TX 77380-1360","$$$$, American, Steakhouse, Gluten Free Options",4.5 of 5 bubbles,194 reviews,"My wife and I have absolutely loved every aspect of this restaurant for the past 4 years.  Without a doubt, our first visit here was the standard by which I judge all of our high class dining experiences.  And our first and second visits here...More",+1 281-364-6400,https://www.tripadvisor.com//Restaurant_Review-g56764-d7206760-Reviews-Robard_s_Steakhouse-The_Woodlands_Texas.html,Check The Website for a Menu
351,La Cocina De Roberto,3126 Sawdust Rd,"Spring, TX 77380-2602","$, Mexican, Latin, Vegetarian Friendly",5 of 5 bubbles,41 reviews,"Had a craving for some good Nachos and found this cafe in a small strip mall with a gas station.
It didn’t disappoint, the flavors were great, portion enough for two, and the owner very graciously performing the duties of the host.
It was Saturday...More",+1 832-299-6706,https://www.tripadvisor.com//Restaurant_Review-g56701-d12242547-Reviews-La_Cocina_De_Roberto-Spring_Texas.html,http://lacocinaderoberto.net/menu/
352,Schilleci's New Orleans Kitchen,9595 Six Pines Dr Ste 1120,"The Woodlands, TX 77380-1658","$$ - $$$, Seafood, American, Cajun & Creole",4.5 of 5 bubbles,307 reviews,"Went their with my date. We had great service, really great, really cool place. The menu prices look very reasonable however, we ordered the chefs daily special which was called butter fish in creole sauce and when we got the bill it was $60 for...More",+1 281-419-4242,https://www.tripadvisor.com//Restaurant_Review-g56764-d2058255-Reviews-Schilleci_s_New_Orleans_Kitchen-The_Woodlands_Texas.html,Check The Website for a Menu
353,SwitcHouse Plates & Pours,1200 Lake Plaza Dr,"Spring, TX 77389-1862","$$ - $$$, Bar, Pub, Vegetarian Friendly",5 of 5 bubbles,45 reviews,"Daniel and Amy were friendly, knowledgeable, and fantastic bartenders. Definitely recommend a visit to this hotel  and bar.",+1 281-350-4000,https://www.tripadvisor.com//Restaurant_Review-g56701-d15638963-Reviews-SwitcHouse_Plates_Pours-Spring_Texas.html,Check The Website for a Menu
354,Fogo de Chao Brazilian Steakhouse,1900 Hughes Landing Blvd.,"The Woodlands, TX 77380","$$ - $$$, Barbecue, Brazilian, Vegetarian Friendly",4.5 of 5 bubbles,614 reviews,We enjoyed some great food on a family reunion and had great service! I recommend the picana and the desserts.,+1 281-298-4200,https://www.tripadvisor.com//Restaurant_Review-g56764-d8760019-Reviews-Fogo_de_Chao_Brazilian_Steakhouse-The_Woodlands_Texas.html,Check The Website for a Menu
355,Salata,9595 Six Pines,"Spring, TX 77380","$$ - $$$, American, Vegan Options, Gluten Free Options",4.5 of 5 bubbles,58 reviews,"Salata has a “server-based” salad bar. One walks through choosing greens, veggies, cheeses, pasta, some fruits,  proteins, toppings, dressings, soups and breads. There is a size choice as well. I ordered a small salad, which was by no means small. Plenty of my requests. My...More",+1 281-465-0775,https://www.tripadvisor.com//Restaurant_Review-g56701-d4925958-Reviews-Salata-Spring_Texas.html,Check The Website for a Menu
356,5.Ate Cafe,403 E Louetta Rd,"Spring, TX 77373-3248","$, Pizza, American, Cafe",5 of 5 bubbles,42 reviews,Great handburgers with home made bun.  Loved it. Duaghter took me for Fathers Day.  Ranked one of the best burers in state and it did not disappoint. Get to watch rock climbers while you eat a burger and fries!!!,+1 281-516-5283,https://www.tripadvisor.com//Restaurant_Review-g56701-d7206752-Reviews-5_Ate_Cafe-Spring_Texas.html,https://www.5atecafe.com/menu
357,LongHorn Steakhouse,26805 I-45 N,"Spring, TX 77380-1909","$$ - $$$, American, Steakhouse",4 of 5 bubbles,103 reviews,"Went to LongHorn Steakhouse near the Woodlands recently to celebrate an anniversary. Nice atmosphere, somewhat small and intimate feel. Greeted at door by manager and employee who sat us. So far so good.
Our server took almost ten minutes to show up at the table...More",+1 281-292-3522,https://www.tripadvisor.com//Restaurant_Review-g56701-d3600827-Reviews-LongHorn_Steakhouse-Spring_Texas.html,Check The Website for a Menu
358,Tommy Bahama's Restaurant & Bar,9595 Six Pines Dr,"The Woodlands, TX 77380-1531","$$ - $$$, American, Bar, International",4 of 5 bubbles,648 reviews,Beautiful lunch on outside porch. Large restaurant. Easy distance from hotels and shopping. Food excellent and server Robert did a good job. Pleasant atmosphere along Market Square center lawn. Great family area. Wonderful to relax and enjoy a wonderful Sunday lunch.,+1 281-292-8669,https://www.tripadvisor.com//Restaurant_Review-g56764-d825143-Reviews-Tommy_Bahama_s_Restaurant_Bar-The_Woodlands_Texas.html,http://www.tommybahama.com/content/dam/tommy/restaurants/the-woodlands/menu.pdf
359,Mellow Mushroom,16000 Stuebner Airline Rd,"Spring, TX 77379-7363","$$ - $$$, Pizza, Vegetarian Friendly, Vegan Options",4 of 5 bubbles,119 reviews,"Although it took some tine to get our food, it was delicious and the beer and wine selection was very good!",+1 346-808-7320,https://www.tripadvisor.com//Restaurant_Review-g56701-d3579849-Reviews-Mellow_Mushroom-Spring_Texas.html,Check The Website for a Menu
360,Truluck's Seafood Steak & Crab,1900 Hughes Landing Blvd,"The Woodlands, TX 77380-3794","$$$$, Steakhouse, Seafood, American",4.5 of 5 bubbles,226 reviews,This restaurant represents all Excellence. This restaurant gives excellent service the cuisine and the drinks are made with exceptional care. The Ambiance of this Restaurant is very good with the view of the lake if you sit in in the back of the restaurant.,+1 281-465-7000,https://www.tripadvisor.com//Restaurant_Review-g56764-d10128783-Reviews-Truluck_s_Seafood_Steak_Crab-The_Woodlands_Texas.html,Check The Website for a Menu
361,Zara's Mediterranean Kitchen,415 Rayford Rd,"Spring, TX 77386-3549","$$ - $$$, Lebanese, Mediterranean, Middle Eastern",4.5 of 5 bubbles,54 reviews,"I enjoyed several lunches here so I have a good idea of their various dishes and service.  Each dish is freshly prepared with quality ingredients.  The spices are just right, and each recipe is tasty.  The hummus is some of the best I have ever...More",+1 713-575-9272,https://www.tripadvisor.com//Restaurant_Review-g56701-d8469500-Reviews-Zara_s_Mediterranean_Kitchen-Spring_Texas.html,Check The Website for a Menu
362,Texas Roadhouse,124B Fm 1960 Rd,"Houston, TX 77073-1806","$$ - $$$, American, Steakhouse",4 of 5 bubbles,117 reviews,"Took friends out here for Texas Roadhouse is pretty consistent.  And as usual, this one was again simply terrific. Restaurant was clean.  Service was terrific.  Management passed by to check if everything was fine. And then, the steaks were perfect.  A very good dining experience.",+1 281-821-7427,https://www.tripadvisor.com//Restaurant_Review-g56003-d939337-Reviews-Texas_Roadhouse-Houston_Texas.html,http://www.texasroadhouse.com/menu
363,Fleming's Prime Steakhouse & Wine Bar,1201 Lake Woodlands Dr Ste 305,"The Woodlands, TX 77380-5011","$$$$, American, Steakhouse, Gluten Free Options",4.5 of 5 bubbles,202 reviews,"Celebrating the end of 2019.  Reserved for 2 at 4:45, yet table set for four...awkward.  Lots of young families with small children. Fun to watch!  My gorgeous smart & sweet wife had the Modern Caesar Salad that comes with two pieces of petite garlic toasts....More",+1 281-362-0103,https://www.tripadvisor.com//Restaurant_Review-g56764-d1083914-Reviews-Fleming_s_Prime_Steakhouse_Wine_Bar-The_Woodlands_Texas.html,Check The Website for a Menu
